5.483381 3.804553 5.096027 4.017586 2.731189
4.893403 8.490608 4.968377 7.168748 2.086452
2.380328 2.797209 2.410389 1.77174 2.6188
1.68284 1.538591 1.994638 1.82709 1.75666
1.876489 1.613714 1.845294 1.332159 1.345979
0.7070116 3.539021 0.9253129 1.032558 0.3456281
2.441279 2.409281 3.858776 3.615493 4.332927
4.933238 0.5260826 0.5449656 0.7585343 2.322851
2.306893 4.276036 6.08965 5.510845 3.598655
1.297527 0.9028534 1.127216 2.367812 2.54273
5.568482 5.321501 5.54995 5.548837 0.4231577
0.545204 0.4901868 1.947806 1.259142 5.582295
3.760369 5.486964 5.057186 0.741285 0.7678731
0.7853779 2.360195 2.344115 4.875721 4.210309
5.491338 4.951251 1.856591 1.404006 1.163452
2.756022 2.652714 5.770395 5.320782 5.766231
5.074559 1.340702 1.328898 0.9130066 2.30194
2.137996 5.051863 5.094214 4.922229 5.072866
1.526866 1.878484 2.15021 2.903677 2.858532
5.234424 6.736458 4.430779 4.42601 1.180865
1.335533 1.698921 2.825789 2.554236 4.814943
4.4567 5.475169 5.538785 0.4921606 -0.2368124
1.183959 3.387534 2.973415 4.315496 5.864547
3.481608 5.019607 1.170331 0.6086973 0.7440276
3.998348 3.999926 6.558815 5.657955 5.812959
5.654966 0.3106595 0.9098307 0.2820817 2.34992
2.364804 5.88496 7.280209 4.893745 6.927165
